pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,pl_facility
2MASS J01225093-2439505,b,2MASS J01225093-2439505 b,Imaging,,,,,52,6,-6,0,,,,,36,4,-4,0,12.903,,0,W. M. Keck Observatory
2MASS J02192210-3925225,b,2MASS J02192210-3925225 b,Imaging,,,,,156,10,-10,0,,,,,39.4,2.6,-2.6,0,15.012,,0,Cerro Tololo Inter-American Observatory
2MASS J04414489+2301513,b,2MASS J04414489+2301513 b,Imaging,,,,,15,,,0,,,,,140,,,0,18.967,,0,Hubble Space Telescope
2MASS J12073346-3932539,b,2MASS J12073346-3932539 b,Imaging,,,,,46,5,-5,0,,,,,64.42,0.65,-0.65,0,17.408,,0,Paranal Observatory
2MASS J19383260+4603591,b,2MASS J19383260+4603591 b,Eclipse Timing Variations,416,2,-2,0,0.92,0.02,-0.02,0,,,,,400.77,6.48,-6.48,0,12.138,,0,Kepler
2MASS J21402931+1625183 A,b,2MASS J21402931+1625183 A b,Imaging,7336.5,1934.5,-584,0,,,,,0.26,0.06,-0.06,0,25,10,-10,0,17.396,,0,W. M. Keck Observatory
2MASS J22362452+4751425,b,2MASS J22362452+4751425 b,Imaging,,,,,230,20,-20,0,,,,,74,10,-10,0,11.948,,0,W. M. Keck Observatory
30 Ari B,b,30 Ari B b,Radial Velocity,335.10001,2.5,-2.5,0,0.99,0.02,-0.02,0,0.29,0.09,-0.09,0,44.71,0.1,-0.1,0,6.961,,0,Thueringer Landessternwarte Tautenburg
4 UMa,b,4 UMa b,Radial Velocity,269.3,1.96,-1.96,0,0.87,0.04,-0.04,0,0.432,0.024,-0.024,0,73.58,1.18,-1.18,0,4.16,,0,Thueringer Landessternwarte Tautenburg
42 Dra,b,42 Dra b,Radial Velocity,479.1,6.2,-6.2,0,1.19,0.01,-0.01,0,0.38,0.06,-0.06,0,90.86,1.32,-1.32,0,4.364,,0,Thueringer Landessternwarte Tautenburg
47 UMa,b,47 UMa b,Radial Velocity,1078,2,-2,0,2.1,0.02,-0.02,0,0.032,0.014,-0.014,0,13.8,0.03,-0.03,0,4.831,,0,Lick Observatory
47 UMa,c,47 UMa c,Radial Velocity,2391,100,-87,0,3.6,0.1,-0.1,0,0.098,0.047,-0.096,0,13.8,0.03,-0.03,0,4.831,,0,Lick Observatory
47 UMa,d,47 UMa d,Radial Velocity,14002,4018,-5095,0,11.6,2.1,-2.9,0,0.16,0.09,-0.16,0,13.8,0.03,-0.03,0,4.831,,0,Lick Observatory
51 Eri,b,51 Eri b,Imaging,11688,6209.25,-3287.25,0,12,4,-2,0,0.45,0.1,-0.15,0,29.4,0.3,-0.3,0,5.122,,0,Gemini Observatory
51 Peg,b,51 Peg b,Radial Velocity,4.230785,0.000036,-0.000036,0,0.0527,0.003,-0.003,0,0.013,0.012,-0.012,0,15.47,0.03,-0.03,0,5.256,,0,Haute-Provence Observatory
55 Cnc,b,55 Cnc b,Radial Velocity,14.65152,0.00015,-0.00015,0,0.115227,0.000001,-0.000001,0,0.0034,0.0032,-0.0032,0,12.59,0.01,-0.01,0,5.714,,0,Lick Observatory
55 Cnc,c,55 Cnc c,Radial Velocity,44.4175,0.0073,-0.0073,0,0.241376,0.000026,-0.000026,0,0.02,0.031,-0.031,0,12.59,0.01,-0.01,0,5.714,,0,McDonald Observatory
55 Cnc,d,55 Cnc d,Radial Velocity,4825,39,-39,0,5.503,0.03,-0.03,0,0.019,0.013,-0.013,0,12.59,0.01,-0.01,0,5.714,,0,Lick Observatory
55 Cnc,e,55 Cnc e,Radial Velocity,0.736539,0.000007,-0.000007,0,0.01544,0.00009,-0.00009,0,,,,0,12.59,0.01,-0.01,0,5.714,,0,McDonald Observatory
55 Cnc,f,55 Cnc f,Radial Velocity,262,0.51,-0.51,0,0.788,0.001,-0.001,0,0.305,0.075,-0.075,0,12.59,0.01,-0.01,0,5.714,,0,Multiple Observatories
6 Lyn,b,6 Lyn b,Radial Velocity,934.3,8.6,-8.6,0,2.11,0.11,-0.11,0,0.073,0.036,-0.036,0,54.74,0.27,-0.27,0,5.588,,0,Okayama Astrophysical Observatory
61 Vir,b,61 Vir b,Radial Velocity,4.215,0.0006,-0.0006,0,0.050201,0.000005,-0.000005,0,0.12,0.11,-0.11,0,8.51,0.02,-0.02,0,4.477,,0,Multiple Observatories
61 Vir,c,61 Vir c,Radial Velocity,38.021,0.034,-0.034,0,0.2175,0.0001,-0.0001,0,0.14,0.06,-0.06,0,8.51,0.02,-0.02,0,4.477,,0,Multiple Observatories
61 Vir,d,61 Vir d,Radial Velocity,123.01,0.55,-0.55,0,0.476,0.001,-0.001,0,0.35,0.09,-0.09,0,8.51,0.02,-0.02,0,4.477,,0,Multiple Observatories
7 CMa,b,7 CMa b,Radial Velocity,735.1,14.8,-1,0,1.758,0.024,-0.001,0,0.06,0.03,-0.03,0,19.82,0.16,-0.16,0,3.578,,0,Anglo-Australian Telescope
7 CMa,c,7 CMa c,Radial Velocity,996,1.5,-52.4,0,2.153,0.003,-0.08,0,0.08,0.05,-0.04,0,19.82,0.16,-0.16,0,3.578,,0,Multiple Observatories
70 Vir,b,70 Vir b,Radial Velocity,116.688,0.0054,-0.0054,0,0.481,0.022,-0.022,0,0.3988,0.0019,-0.0019,0,17.91,0.06,-0.06,0,4.709,,0,Lick Observatory
75 Cet,b,75 Cet b,Radial Velocity,691.9,3.6,-3.6,0,2.1,,,0,0.117,0.048,-0.048,0,83.15,0.72,-0.72,0,5.055,,0,Okayama Astrophysical Observatory
8 UMi,b,8 UMi b,Radial Velocity,93.4,4.5,-4.5,0,0.49,0.02,-0.02,0,0.06,0.09,-0.09,0,163.32,0.65,-0.65,0,6.559,,0,Bohyunsan Optical Astronomical Observatory
81 Cet,b,81 Cet b,Radial Velocity,952.7,8.8,-8.8,0,2.5,,,0,0.206,0.029,-0.029,0,101.53,1.22,-1.22,0,5.349,,0,Okayama Astrophysical Observatory
91 Aqr,b,91 Aqr b,Radial Velocity,181.4,0.1,-0.1,0,0.7,,,0,0.027,0.026,-0.026,0,44.08,0.51,-0.51,0,3.863,,0,Lick Observatory
AB Pic,b,AB Pic b,Imaging,,,,,260,,,0,,,,,50.12,0.07,-0.07,0,8.838,,0,Paranal Observatory
BD+03 2562,b,BD+03 2562 b,Radial Velocity,481.9,2.7,-2.8,0,1.3,0.1,-0.1,0,0.2,0.12,-0.08,0,2618,564,-564,0,8.998,,0,Multiple Observatories
BD+14 4559,b,BD+14 4559 b,Radial Velocity,268.94,0.99,-0.99,0,0.78,0.05,-0.05,0,0.29,0.03,-0.03,0,49.42,0.08,-0.08,0,9.351,,0,McDonald Observatory
BD+15 2375,b,BD+15 2375 b,Radial Velocity,153.22,0.44,-0.44,0,0.576,0.027,-0.027,0,0.001,0.25,-0.001,0,774,165,-165,0,9.992,,0,Roque de los Muchachos Observatory
BD+15 2940,b,BD+15 2940 b,Radial Velocity,137.48,0.34,-0.34,0,0.539,,,0,0.26,0.1,-0.1,0,431.61,6.55,-6.55,0,8.718,,0,McDonald Observatory
BD+20 2457,b,BD+20 2457 b,Radial Velocity,379.63,2,-2,0,1.05,0.07,-0.07,0,0.15,0.03,-0.03,0,1670.85,222.63,-222.63,0,9.227,,0,McDonald Observatory
BD+20 2457,c,BD+20 2457 c,Radial Velocity,621.99,10.2,-10.2,0,2.01,,,0,0.18,0.06,-0.06,0,1670.85,222.63,-222.63,0,9.227,,0,McDonald Observatory
BD+20 274,b,BD+20 274 b,Radial Velocity,578.2,5.4,-5.4,0,1.3,,,0,0.21,0.06,-0.06,0,1383.85,86.64,-86.64,0,8.916,,0,McDonald Observatory
BD+20 594,b,BD+20 594 b,Transit,41.6855,0.003,-0.003,0,,,,0,0,,,0,180.39,1.25,-1.25,0,10.864,,0,K2
BD+48 738,b,BD+48 738 b,Radial Velocity,392.6,5.5,-5.5,0,1,,,0,0.2,0.1,-0.1,0,892.17,44.78,-44.78,0,8.656,,0,McDonald Observatory
BD+48 740,b,BD+48 740 b,Radial Velocity,733,5,-8,0,1.7,0.1,-0.1,0,0.76,0.05,-0.09,0,678.94,22.15,-22.15,0,8.264,,0,Multiple Observatories
BD+49 828,b,BD+49 828 b,Radial Velocity,2590,300,-180,0,4.2,0.32,-0.2,0,0.35,0.24,-0.1,0,447.59,7.79,-7.79,0,9.029,,0,McDonald Observatory
BD-06 1339,b,BD-06 1339 b,Radial Velocity,3.8728,0.0004,-0.0004,0,0.0428,0.0007,-0.0007,0,0,,,0,20.28,0.02,-0.02,0,9.107,,0,La Silla Observatory
BD-06 1339,c,BD-06 1339 c,Radial Velocity,125.94,0.44,-0.44,0,0.435,0.007,-0.007,0,0.31,0.11,-0.11,0,20.28,0.02,-0.02,0,9.107,,0,La Silla Observatory
BD-08 2823,b,BD-08 2823 b,Radial Velocity,5.6,0.02,-0.02,0,0.06,0,0,0,0.15,0.15,-0.15,0,41.38,0.07,-0.07,0,9.503,,0,La Silla Observatory
BD-08 2823,c,BD-08 2823 c,Radial Velocity,237.6,1.5,-1.5,0,0.68,0.02,-0.02,0,0.19,0.09,-0.09,0,41.38,0.07,-0.07,0,9.503,,0,La Silla Observatory
BD-10 3166,b,BD-10 3166 b,Radial Velocity,3.48777,0.00011,-0.00011,0,0.04,0,0,0,0.02,0.02,-0.02,0,84.61,0.35,-0.35,0,9.84,,0,W. M. Keck Observatory
BD-11 4672,b,BD-11 4672 b,Radial Velocity,1667,33,-31,0,2.28,0.07,-0.07,0,0.05,0.06,-0.04,0,27.3,,,0,9.485,,0,La Silla Observatory
BD-13 2130,b,BD-13 2130 b,Radial Velocity,714.29999,5.3,-5.3,0,1.66,0.12,-0.12,0,0.21,0.07,-0.07,0,948.75,42.93,-42.93,0,9.7,,0,La Silla Observatory
BD-17 63,b,BD-17 63 b,Radial Velocity,655.6,0.6,-0.6,0,1.34,0.02,-0.02,0,0.54,0.005,-0.005,0,34.49,0.09,-0.09,0,9.201,,0,La Silla Observatory
CFBDSIR J145829+101343,b,CFBDSIR J145829+101343 b,Imaging,10037.5,2737.5,-2737.5,0,2.6,0.3,-0.3,0,,,,,23.1,2.4,-2.4,0,,,,W. M. Keck Observatory
CHXR 73,b,CHXR 73 b,Imaging,,,,,210,,,0,,,,,191.05,6.42,-6.42,0,17.293,,0,Hubble Space Telescope
CI Tau,b,CI Tau b,Radial Velocity,8.9891,0.0202,-0.0202,0,,,,0,0.25,0.16,-0.16,0,158,1.2,-1.2,0,12.145,,0,Multiple Observatories
CT Cha,b,CT Cha b,Imaging,,,,,440,,,0,,,,,165,30,-30,0,11.773,,0,Paranal Observatory
CoRoT-1,b,CoRoT-1 b,Transit,1.5089557,0.0000064,-0.0000064,0,,,,,0,,,0,805.31,24.33,-24.33,0,13.457,,0,CoRoT
CoRoT-10,b,CoRoT-10 b,Transit,13.2406,0.0002,-0.0002,0,0.1055,0.0021,-0.0021,0,0.53,0.04,-0.04,0,345,70,-70,0,14.665,,0,CoRoT
CoRoT-11,b,CoRoT-11 b,Transit,2.99433,0.000011,-0.000011,0,0.0436,0.005,-0.005,0,0,,,0,560,30,-30,0,12.841,,0,CoRoT
CoRoT-12,b,CoRoT-12 b,Transit,2.828042,0.000013,-0.000013,0,0.04016,0.00093,-0.00092,0,0.07,0.063,-0.042,0,1150,85,-85,0,15.345,,0,CoRoT
CoRoT-13,b,CoRoT-13 b,Transit,4.03519,0.00003,-0.00003,0,0.051,0.0031,-0.0031,0,0,,,0,1060,100,-100,0,14.915,,0,CoRoT
CoRoT-14,b,CoRoT-14 b,Transit,1.51214,0.00013,-0.00013,0,0.027,0.002,-0.002,0,0,,,0,1340,110,-110,0,15.812,,0,CoRoT
CoRoT-16,b,CoRoT-16 b,Transit,5.35227,0.0002,-0.0002,0,0.0618,0.0015,-0.0015,0,0.33,0.09,-0.1,0,840,90,-90,0,15.651,,0,CoRoT
CoRoT-17,b,CoRoT-17 b,Transit,3.7681,0.0003,-0.0003,0,0.0461,0.0008,-0.0008,0,0,,,0,920,50,-50,0,15.437,,0,CoRoT
CoRoT-18,b,CoRoT-18 b,Transit,1.9000693,0.0000028,-0.0000028,0,0.0295,0.0016,-0.0016,0,0.08,,,1,870,90,-90,0,14.801,,0,CoRoT
CoRoT-19,b,CoRoT-19 b,Transit,3.89713,0.00002,-0.00002,0,0.0518,0.0008,-0.0008,0,0.047,0.045,-0.045,0,770,160,-160,0,13.783,,0,CoRoT
CoRoT-2,b,CoRoT-2 b,Transit,1.7429935,0.000001,-0.000001,0,0.02798,0.00076,-0.0008,0,0.0143,0.0077,-0.0076,0,200,,,0,12.249,,0,CoRoT
CoRoT-20,b,CoRoT-20 b,Transit,9.24285,0.0003,-0.0003,0,0.09,0.002,-0.002,0,0.59,0.02,-0.02,0,864.31,24.46,-24.46,0,14.469,,0,CoRoT
CoRoT-20,c,CoRoT-20 c,Radial Velocity,1675,19,-17,0,2.9,0.07,-0.07,0,0.6,0.03,-0.03,0,864.31,24.46,-24.46,0,14.469,,0,Multiple Observatories
CoRoT-21,b,CoRoT-21 b,Transit,2.72474,0.00014,-0.00014,0,0.0417,0.0011,-0.0011,0,0,,,0,1398.83,286.45,-286.45,0,15.856,,0,CoRoT
CoRoT-22,b,CoRoT-22 b,Transit,9.75598,0.00011,-0.00011,0,0.092,0.0014,-0.0014,0,0.077,0.3,-0.042,0,592,25,-42,0,13.73,,0,CoRoT
CoRoT-23,b,CoRoT-23 b,Transit,3.6313,0.0001,-0.0001,0,0.048,0.004,-0.004,0,0.16,0.02,-0.02,0,600,50,-50,0,15.068,,0,CoRoT
CoRoT-24,b,CoRoT-24 b,Transit,5.1134,0.0006,-0.0006,0,0.056,0.002,-0.002,0,0,,,0,600,70,-70,0,15.18,,0,CoRoT
CoRoT-24,c,CoRoT-24 c,Transit,11.759,0.0063,-0.0063,0,0.098,0.003,-0.003,0,0,,,0,600,70,-70,0,15.18,,0,CoRoT
CoRoT-25,b,CoRoT-25 b,Transit,4.86069,0.00006,-0.00006,0,0.0578,0.002,-0.0009,0,0,,,0,1000,85,-25,0,14.711,,0,CoRoT
CoRoT-26,b,CoRoT-26 b,Transit,4.20474,0.00005,-0.00005,0,0.0526,0.001,-0.001,0,0,,,0,1670,205,-110,0,15.468,,0,CoRoT
CoRoT-27,b,CoRoT-27 b,Transit,3.57532,0.00006,-0.00006,0,0.0476,0.0066,-0.0066,0,0.065,,,1,1035.15,66.44,-66.44,0,15.39,,0,CoRoT
CoRoT-28,b,CoRoT-28 b,Transit,5.20851,0.00038,-0.00038,0,0.0603,0.005,-0.005,0,0.047,0.055,-0.038,0,560,70,-70,0,13.412,,0,CoRoT
CoRoT-29,b,CoRoT-29 b,Transit,2.85057,0.000006,-0.000006,0,0.0386,0.0059,-0.0059,0,0.082,0.081,-0.081,0,765,50,-50,0,15.239,,0,CoRoT
CoRoT-3,b,CoRoT-3 b,Transit,4.2568,0.000005,-0.000005,0,,,,,0,,,0,680,160,-160,0,13.219,,0,CoRoT
