pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_cbflag,pl_facility
GJ 687,b,GJ 687 b,Radial Velocity,0.17,0.01,-0.01,0,0.04,0.08,-0.08,0,0,Lick Observatory
GJ 832,b,GJ 832 b,Radial Velocity,3.56,0.28,-0.28,0,0.08,0.02,-0.06,0,0,Anglo-Australian Telescope
GJ 832,c,GJ 832 c,Radial Velocity,0.163,0.006,-0.006,0,0.18,0.13,-0.13,0,0,Multiple Observatories
GJ 849,b,GJ 849 b,Radial Velocity,2.35,0.22,-0.22,0,0.04,0.02,-0.02,0,0,W. M. Keck Observatory
GJ 86,b,GJ 86 b,Radial Velocity,0.11,0,0,0,0.04,0.01,-0.01,0,0,La Silla Observatory
GJ 876,b,GJ 876 b,Radial Velocity,0.208317,0.00002,-0.00002,0,0.0324,0.0013,-0.0013,0,0,Multiple Observatories
GJ 876,c,GJ 876 c,Radial Velocity,0.12959,0.000024,-0.000024,0,0.25591,0.00093,-0.00093,0,0,Multiple Observatories
GJ 876,d,GJ 876 d,Radial Velocity,0.020807,0,0,0,0.207,0.055,-0.055,0,0,W. M. Keck Observatory
GJ 876,e,GJ 876 e,Radial Velocity,0.3343,0.0013,-0.0013,0,0.055,0.012,-0.012,0,0,W. M. Keck Observatory
GJ 96,b,GJ 96 b,Radial Velocity,0.291,0.005,-0.005,0,0.44,0.09,-0.11,0,0,Haute-Provence Observatory
GJ 9827,b,GJ 9827 b,Transit,0.0188,0.0002,-0.00014,0,0,,,0,0,K2
GJ 9827,c,GJ 9827 c,Transit,0.03925,0.00042,-0.00029,0,0,,,0,0,K2
GJ 9827,d,GJ 9827 d,Transit,0.05591,0.00059,-0.00041,0,0,,,0,0,K2
GQ Lup,b,GQ Lup b,Imaging,100,,,0,,,,,0,Paranal Observatory
GSC 06214-00210,b,GSC 06214-00210 b,Imaging,320,30,-30,0,,,,,0,Palomar Observatory
GU Psc,b,GU Psc b,Imaging,2000,200,-200,0,,,,,0,Gemini Observatory
Gl 378,b,Gl 378 b,Radial Velocity,0.039435,0.00023,-0.00023,0,0.109,0.131,-0.077,0,0,Haute-Provence Observatory
Gl 49,b,Gl 49 b,Radial Velocity,0.0905,0.0011,-0.0011,0,0.363,0.099,-0.096,0,0,Multiple Observatories
Gl 686,b,Gl 686 b,Radial Velocity,0.0917,0.0024,-0.0023,0,0.077,0.056,-0.058,0,0,Roque de los Muchachos Observatory
HAT-P-1,b,HAT-P-1 b,Transit,0.05561,0.00082,-0.00083,0,,,,,0,HATNet
HAT-P-11,b,HAT-P-11 b,Transit,0.05254,0.00064,-0.00066,0,0.218,0.034,-0.031,0,0,HATNet
HAT-P-11,c,HAT-P-11 c,Radial Velocity,4.13,0.29,-0.16,0,0.601,0.032,-0.031,0,0,W. M. Keck Observatory
HAT-P-12,b,HAT-P-12 b,Transit,0.0384,0.0003,-0.0003,0,0,,,0,0,HATNet
HAT-P-13,b,HAT-P-13 b,Transit,,,,,0.0133,0.0041,-0.0041,0,0,HATNet
HAT-P-13,c,HAT-P-13 c,Radial Velocity,,,,0,0.6616,0.0054,-0.0054,0,0,W. M. Keck Observatory
HAT-P-14,b,HAT-P-14 b,Transit,,,,0,0.11,0.01,-0.01,0,0,HATNet
HAT-P-15,b,HAT-P-15 b,Transit,,,,0,0.19,0.02,-0.02,0,0,HATNet
HAT-P-16,b,HAT-P-16 b,Transit,0.0413,0.0004,-0.0004,0,0.036,0.004,-0.004,0,0,HATNet
HAT-P-17,b,HAT-P-17 b,Transit,,,,0,0.35,0.01,-0.01,0,0,HATNet
HAT-P-17,c,HAT-P-17 c,Radial Velocity,5.6,3.5,-1.4,0,0.39,0.23,-0.17,0,0,W. M. Keck Observatory
HAT-P-18,b,HAT-P-18 b,Transit,0.0559,0.0007,-0.0007,0,0.084,0.048,-0.048,0,0,HATNet
HAT-P-19,b,HAT-P-19 b,Transit,0.0466,0.0008,-0.0008,0,0.067,0.042,-0.042,0,0,HATNet
HAT-P-2,b,HAT-P-2 b,Transit,0.06814,0.00051,-0.00051,0,0.5172,0.0019,-0.0019,0,0,HATNet
HAT-P-20,b,HAT-P-20 b,Transit,0.0361,0.0005,-0.0005,0,0.015,0.005,-0.005,0,0,HATNet
HAT-P-21,b,HAT-P-21 b,Transit,,,,0,0.23,0.02,-0.02,0,0,HATNet
HAT-P-22,b,HAT-P-22 b,Transit,,,,0,0.02,0.01,-0.01,0,0,HATNet
HAT-P-23,b,HAT-P-23 b,Transit,,,,0,0.11,0.04,-0.04,0,0,HATNet
HAT-P-24,b,HAT-P-24 b,Transit,,,,0,0.07,0.02,-0.02,0,0,HATNet
HAT-P-25,b,HAT-P-25 b,Transit,0.0466,0.00081,-0.0008,0,0.023,0.022,-0.014,0,0,HATNet
HAT-P-26,b,HAT-P-26 b,Transit,,,,0,0.12,0.06,-0.06,0,0,HATNet
HAT-P-27,b,HAT-P-27 b,Transit,0.04,0.0008,-0.0008,0,0,,,0,0,HATNet
HAT-P-28,b,HAT-P-28 b,Transit,0.0434,0.0007,-0.0007,0,0.051,0.033,-0.033,0,0,HATNet
HAT-P-29,b,HAT-P-29 b,Transit,,,,0,0.09,0.05,-0.05,0,0,HATNet
HAT-P-3,b,HAT-P-3 b,Transit,,,,0,0,,,0,0,HATNet
HAT-P-30,b,HAT-P-30 b,Transit,,,,0,0.04,0.02,-0.02,0,0,HATNet
HAT-P-31,b,HAT-P-31 b,Transit,,,,0,0.25,0,0,0,0,HATNet
HAT-P-32,b,HAT-P-32 b,Transit,0.03397,0.00051,-0.0005,0,0.159,0.051,-0.028,0,0,HATNet
HAT-P-33,b,HAT-P-33 b,Transit,,,,0,0,,,0,0,HATNet
HAT-P-34,b,HAT-P-34 b,Transit,0.06774,0.00074,-0.00076,0,0.432,0.029,-0.027,0,0,HATNet
HAT-P-35,b,HAT-P-35 b,Transit,0.04978,0.00064,-0.00066,0,0.02,,,1,0,HATNet
HAT-P-36,b,HAT-P-36 b,Transit,0.0241,0.00047,-0.00047,0,,,,0,0,HATNet
HAT-P-37,b,HAT-P-37 b,Transit,0.0379,0.0006,-0.0006,0,0.058,0.038,-0.038,0,0,HATNet
HAT-P-38,b,HAT-P-38 b,Transit,0.0523,0.0009,-0.0009,0,0.067,0.047,-0.047,0,0,HATNet
HAT-P-39,b,HAT-P-39 b,Transit,0.0509,0.0006,-0.0006,0,0,,,0,0,HATNet
HAT-P-4,b,HAT-P-4 b,Transit,0.04438,0.00081,-0.0015,0,0,,,0,0,HATNet
HAT-P-40,b,HAT-P-40 b,Transit,,,,0,0,,,0,0,HATNet
HAT-P-41,b,HAT-P-41 b,Transit,,,,0,0,,,0,0,HATNet
HAT-P-42,b,HAT-P-42 b,Transit,0.0575,0.0011,-0.0011,0,0,,,0,0,HATNet
HAT-P-43,b,HAT-P-43 b,Transit,0.0443,0.0004,-0.0006,0,0,,,0,0,HATNet
HAT-P-44,b,HAT-P-44 b,Transit,0.0507,0.0007,-0.0007,0,0.044,0.052,-0.052,0,0,HATNet
HAT-P-44,c,HAT-P-44 c,Radial Velocity,1.752,0.025,-0.025,0,0.494,0.081,-0.081,0,0,W. M. Keck Observatory
HAT-P-45,b,HAT-P-45 b,Transit,0.0452,0.0007,-0.0007,0,0.049,0.063,-0.063,0,0,HATNet
HAT-P-46,b,HAT-P-46 b,Transit,0.0577,0.0014,-0.0009,0,0.123,0.12,-0.12,0,0,HATNet
HAT-P-49,b,HAT-P-49 b,Transit,,,,0,0,,,0,0,HATNet
HAT-P-5,b,HAT-P-5 b,Transit,,,,0,0,,,0,0,HATNet
HAT-P-50,b,HAT-P-50 b,Transit,0.0453,0.00058,-0.0014,0,0.115,,,1,0,HATNet
HAT-P-51,b,HAT-P-51 b,Transit,0.05069,0.00049,-0.00049,0,0.123,,,1,0,HATNet
HAT-P-52,b,HAT-P-52 b,Transit,0.03694,0.00038,-0.00038,0,0.047,,,1,0,HATNet
HAT-P-53,b,HAT-P-53 b,Transit,0.03159,0.00042,-0.00042,0,0.134,,,1,0,HATNet
HAT-P-54,b,HAT-P-54 b,Transit,0.04117,0.00043,-0.00043,0,0.074,,,1,0,HATNet
HAT-P-55,b,HAT-P-55 b,Transit,0.04604,0.00056,-0.00056,0,0.139,,,1,0,HATNet
HAT-P-56,b,HAT-P-56 b,Transit,,,,0,,,,0,0,HATNet
HAT-P-57,b,HAT-P-57 b,Transit,,,,0,0,,,0,0,HATNet
HAT-P-6,b,HAT-P-6 b,Transit,,,,0,0,,,0,0,HATNet
HAT-P-65,b,HAT-P-65 b,Transit,0.03951,0.00054,-0.00054,0,0.304,,,1,0,HATNet
HAT-P-66,b,HAT-P-66 b,Transit,0.04363,0.00121,-0.00064,0,0.09,,,1,0,HATNet
HAT-P-67,b,HAT-P-67 b,Transit,0.06505,0.00273,-0.00079,0,0,,,0,0,HATNet
HAT-P-69,b,HAT-P-69 b,Transit,0.06555,0.0007,-0.00035,0,0,,,0,0,HATNet
HAT-P-7,b,HAT-P-7 b,Transit,,,,0,0,,,0,0,HATNet
HAT-P-70,b,HAT-P-70 b,Transit,0.04739,0.00031,-0.00106,0,0,,,0,0,HATNet
HAT-P-8,b,HAT-P-8 b,Transit,,,,0,0,,,0,0,HATNet
HAT-P-9,b,HAT-P-9 b,Transit,0.05287,0.00078,-0.00078,0,0.084,0.052,-0.047,0,0,HATNet
HATS-1,b,HATS-1 b,Transit,0.0444,0.0008,-0.0008,0,0.12,0.092,-0.092,0,0,HATSouth
HATS-10,b,HATS-10 b,Transit,0.04491,0.00074,-0.00074,0,0.501,,,1,0,HATSouth
HATS-11,b,HATS-11 b,Transit,0.0507,0.0012,-0.0012,0,,,,0,0,HATSouth
HATS-12,b,HATS-12 b,Transit,0.0441,0.0005,-0.0005,0,,,,0,0,HATSouth
HATS-13,b,HATS-13 b,Transit,0.04057,0.00041,-0.00041,0,0.181,,,1,0,HATSouth
HATS-14,b,HATS-14 b,Transit,0.03815,0.00032,-0.00032,0,0.142,,,1,0,HATSouth
HATS-15,b,HATS-15 b,Transit,0.02712,0.00023,-0.00023,0,0.126,,,1,0,HATSouth
HATS-16,b,HATS-16 b,Transit,0.03744,0.00045,-0.00045,0,0,,,1,0,HATSouth
HATS-17,b,HATS-17 b,Transit,0.1308,0.0012,-0.0012,0,0.029,0.022,-0.022,0,0,HATSouth
HATS-18,b,HATS-18 b,Transit,0.0174,0.00098,-0.00098,0,,,,0,0,Multiple Observatories
HATS-2,b,HATS-2 b,Transit,0.023,0.0003,-0.0003,0,0,,,0,0,HATSouth
HATS-22,b,HATS-22 b,Transit,0.05025,0.00042,-0.00042,0,0.079,0.026,-0.026,0,0,HATSouth
HATS-23,b,HATS-23 b,Transit,0.03397,0.00047,-0.00047,0,0.114,,,1,0,HATSouth
HATS-24,b,HATS-24 b,Transit,0.0238,0.001,-0.001,0,0,,,0,0,HATSouth
HATS-25,b,HATS-25 b,Transit,0.05163,0.0006,-0.0006,0,0.176,,,1,0,HATSouth
HATS-26,b,HATS-26 b,Transit,0.04735,0.00133,-0.00068,0,0.245,,,1,0,HATSouth
HATS-27,b,HATS-27 b,Transit,0.0611,0.00068,-0.00068,0,0.581,,,1,0,HATSouth
HATS-28,b,HATS-28 b,Transit,0.04131,0.00053,-0.00053,0,0.202,,,1,0,HATSouth
HATS-29,b,HATS-29 b,Transit,0.05475,0.00088,-0.00088,0,0.158,,,1,0,HATSouth
HATS-3,b,HATS-3 b,Transit,0.0485,0.0004,-0.0006,0,0,,,0,0,HATSouth
HATS-30,b,HATS-30 b,Transit,0.04354,0.00042,-0.00042,0,0.096,,,1,0,HATSouth
HATS-31,b,HATS-31 b,Transit,0.0478,0.0012,-0.0012,0,0.233,,,1,0,HATSouth
HATS-32,b,HATS-32 b,Transit,0.04024,0.00053,-0.00053,0,0.471,,,1,0,HATSouth
HATS-33,b,HATS-33 b,Transit,0.03727,0.00037,-0.00037,0,0.08,,,1,0,HATSouth
HATS-34,b,HATS-34 b,Transit,0.03166,0.00034,-0.00034,0,0.108,,,1,0,HATSouth
HATS-35,b,HATS-35 b,Transit,0.03199,0.00033,-0.00033,0,0.306,,,1,0,HATSouth
HATS-36,b,HATS-36 b,Transit,0.0523,0.0006,-0.0006,0,,,,0,0,HATSouth
HATS-39,b,HATS-39 b,Transit,0.06007,0.00058,-0.00058,0,0.275,,,1,0,HATSouth
HATS-4,b,HATS-4 b,Transit,0.0362,0.0002,-0.0002,0,0.013,0.016,-0.016,0,0,HATSouth
HATS-40,b,HATS-40 b,Transit,0.04997,0.00074,-0.00074,0,0.312,,,1,0,HATSouth
HATS-41,b,HATS-41 b,Transit,0.0583,0.0015,-0.001,0,0.38,0.11,-0.11,0,0,HATSouth
HATS-42,b,HATS-42 b,Transit,0.03689,0.00065,-0.00065,0,0.229,,,1,0,HATSouth
HATS-43,b,HATS-43 b,Transit,0.04944,0.00046,-0.00046,0,0.173,0.089,-0.089,0,0,HATSouth
HATS-44,b,HATS-44 b,Transit,0.03649,0.0003,-0.0003,0,0.279,,,1,0,HATSouth
HATS-45,b,HATS-45 b,Transit,0.05511,0.00069,-0.00069,0,0.24,,,1,0,HATSouth
HATS-46,b,HATS-46 b,Transit,0.05367,0.00053,-0.00053,0,0.559,,,1,0,HATSouth
HATS-47,b,HATS-47 b,Transit,0.04269,0.00033,-0.00025,0,0.088,,,1,0,HATSouth
HATS-48 A,b,HATS-48 A b,Transit,0.03769,0.00011,-0.00011,0,0.162,,,1,0,HATSouth
HATS-49,b,HATS-49 b,Transit,0.04515,0.00016,-0.00016,0,0.071,,,1,0,HATSouth
HATS-5,b,HATS-5 b,Transit,0.0542,0.0006,-0.0006,0,0.019,0.019,-0.019,0,0,HATSouth
HATS-50,b,HATS-50 b,Transit,0.05046,0.0006,-0.0006,0,0.516,,,1,0,HATSouth
HATS-51,b,HATS-51 b,Transit,0.04639,0.00077,-0.00077,0,0.33,,,1,0,HATSouth
HATS-52,b,HATS-52 b,Transit,0.02498,0.0004,-0.0004,0,0.246,,,1,0,HATSouth
HATS-53,b,HATS-53 b,Transit,0.04753,0.00066,-0.00066,0,0.33,,,1,0,HATSouth
HATS-54,b,HATS-54 b,Transit,0.03763,0.00024,-0.00024,0,0.126,,,1,0,HATSouth
HATS-55,b,HATS-55 b,Transit,0.05412,0.00014,-0.00018,0,0.092,,,1,0,HATSouth
HATS-56,b,HATS-56 b,Transit,0.06043,0.00022,-0.00022,0,0.019,,,1,0,HATSouth
HATS-57,b,HATS-57 b,Transit,0.03493,0.00021,-0.0003,0,0.028,,,1,0,HATSouth
HATS-58 A,b,HATS-58 A b,Transit,0.05798,0.00057,-0.00057,0,0.168,,,1,0,HATSouth
HATS-59,b,HATS-59 b,Transit,0.06112,0.00076,-0.00076,0,0.129,0.049,-0.049,0,0,HATSouth
HATS-59,c,HATS-59 c,Radial Velocity,2.504,0.035,-0.035,0,0.083,,,1,0,HATSouth
HATS-6,b,HATS-6 b,Transit,0.03623,0.00042,-0.00057,0,0,,,0,0,HATSouth
HATS-60,b,HATS-60 b,Transit,0.04708,0.00015,-0.00023,0,0.191,,,0,0,HATSouth
HATS-61,b,HATS-61 b,Transit,0.07908,0.00033,-0.00033,0,0.092,,,0,0,HATSouth
HATS-62,b,HATS-62 b,Transit,0.04163,0.00024,-0.00016,0,0.298,,,0,0,HATSouth
HATS-63,b,HATS-63 b,Transit,0.04026,0.00028,-0.00028,0,0.136,,,0,0,HATSouth
HATS-64,b,HATS-64 b,Transit,0.06562,0.00039,-0.00039,0,0.151,,,0,0,HATSouth
HATS-65,b,HATS-65 b,Transit,0.04497,0.00033,-0.00033,0,0.062,,,0,0,HATSouth
HATS-66,b,HATS-66 b,Transit,0.04714,0.00025,-0.00025,0,0.064,,,0,0,HATSouth
HATS-67,b,HATS-67 b,Transit,0.03032,0.00015,-0.00015,0,0.057,,,0,0,HATSouth
HATS-68,b,HATS-68 b,Transit,0.05071,0.00018,-0.00018,0,0.036,,,0,0,HATSouth
HATS-69,b,HATS-69 b,Transit,0.03211,0.00014,-0.00019,0,0.519,,,0,0,HATSouth
HATS-7,b,HATS-7 b,Transit,0.04012,0.00043,-0.00043,0,0.17,,,1,0,HATSouth
HATS-70,b,HATS-70 b,Transit,0.03632,0.00074,-0.00087,0,0.18,,,1,0,HATSouth
HATS-72,b,HATS-72 b,Transit,0.066517,0.000085,-0.000085,0,0.013,,,1,0,HATSouth
HATS-8,b,HATS-8 b,Transit,0.04667,0.00055,-0.00055,0,0.376,,,1,0,HATSouth
HATS-9,b,HATS-9 b,Transit,0.0312,0.0004,-0.0005,0,,,,0,0,HATSouth
HD 100546,b,HD 100546 b,Imaging,53,2,-2,0,,,,,0,Paranal Observatory
HD 100655,b,HD 100655 b,Radial Velocity,0.68,0.04,-0.04,0,0.09,0.05,-0.05,0,0,Bohyunsan Optical Astronomical Observatory
HD 100777,b,HD 100777 b,Radial Velocity,1.03,0.03,-0.03,0,0.36,0.02,-0.02,0,0,La Silla Observatory
HD 10180,c,HD 10180 c,Radial Velocity,0.06412,0.00101,-0.00101,0,0.073,0.031,-0.031,0,0,La Silla Observatory
HD 10180,d,HD 10180 d,Radial Velocity,0.12859,0.00202,-0.00202,0,0.131,0.052,-0.052,0,0,La Silla Observatory
HD 10180,e,HD 10180 e,Radial Velocity,0.2699,0.0043,-0.0043,0,0.051,0.033,-0.033,0,0,La Silla Observatory
HD 10180,f,HD 10180 f,Radial Velocity,0.4929,0.0078,-0.0078,0,0.119,0.054,-0.054,0,0,La Silla Observatory
HD 10180,g,HD 10180 g,Radial Velocity,1.427,0.028,-0.028,0,0.263,0.152,-0.152,0,0,La Silla Observatory
HD 10180,h,HD 10180 h,Radial Velocity,3.381,0.121,-0.121,0,0.095,0.086,-0.086,0,0,La Silla Observatory
HD 101930,b,HD 101930 b,Radial Velocity,0.3,0.01,-0.01,0,0.11,0.02,-0.02,0,0,La Silla Observatory
HD 102117,b,HD 102117 b,Radial Velocity,0.15,0,0,0,0.12,0.08,-0.08,0,0,La Silla Observatory
HD 102195,b,HD 102195 b,Radial Velocity,0.05,0,0,0,0,,,0,0,Kitt Peak National Observatory
HD 102272,b,HD 102272 b,Radial Velocity,0.51,0.03,-0.03,0,0.05,0.04,-0.04,0,0,McDonald Observatory
HD 102329,b,HD 102329 b,Radial Velocity,1.81,0.07,-0.07,0,0.21,0.04,-0.04,0,0,W. M. Keck Observatory
HD 102329,c,HD 102329 c,Radial Velocity,,,,0,0.209,0.231,-0.202,0,0,W. M. Keck Observatory
HD 102365,b,HD 102365 b,Radial Velocity,0.46,0.04,-0.04,0,0.34,0.14,-0.14,0,0,Anglo-Australian Telescope
HD 102843,b,HD 102843 b,Radial Velocity,4.074,0.27,-0.27,0,0.11,0.07,-0.07,0,0,Las Campanas Observatory
HD 102956,b,HD 102956 b,Radial Velocity,0.0807,0.0073,-0.0073,0,0.037,0.019,-0.019,0,0,W. M. Keck Observatory
HD 103197,b,HD 103197 b,Radial Velocity,0.25,0,0,0,0,,,0,0,La Silla Observatory
HD 103720,b,HD 103720 b,Radial Velocity,0.0498,0.0008,-0.0008,0,0.086,0.024,-0.024,0,0,La Silla Observatory
HD 103774,b,HD 103774 b,Radial Velocity,0.07,0.001,-0.001,0,0.09,0.04,-0.04,0,0,La Silla Observatory
HD 103949,b,HD 103949 b,Radial Velocity,0.439,0.009,-0.009,0,0.19,0.12,-0.12,0,0,Las Campanas Observatory
HD 104067,b,HD 104067 b,Radial Velocity,0.26,0,0,0,0,,,0,0,La Silla Observatory
HD 10442,b,HD 10442 b,Radial Velocity,2.01,0.12,-0.12,0,0.132,0.044,-0.044,0,0,W. M. Keck Observatory
HD 104985,b,HD 104985 b,Radial Velocity,0.95,,,0,0.09,0.009,-0.009,0,0,Okayama Astrophysical Observatory
HD 106252,b,HD 106252 b,Radial Velocity,2.61,0.04,-0.04,0,0.48,0.01,-0.01,0,0,Lick Observatory
HD 106270,b,HD 106270 b,Radial Velocity,3.34,0.2,-0.2,0,0.185,0.027,-0.027,0,0,W. M. Keck Observatory
HD 106315,b,HD 106315 b,Transit,0.0907,0.001,-0.001,0,0.093,0.11,-0.068,0,0,K2
HD 106315,c,HD 106315 c,Transit,0.1536,0.0017,-0.0017,0,0.22,0.15,-0.15,0,0,K2
HD 10647,b,HD 10647 b,Radial Velocity,2.015,0.011,-0.011,0,0.15,0.08,-0.08,0,0,W. M. Keck Observatory
HD 106515 A,b,HD 106515 A b,Radial Velocity,4.59,0.01,-0.01,0,0.572,0.011,-0.011,0,0,La Silla Observatory
HD 106906,b,HD 106906 b,Imaging,650,,,0,,,,,0,Las Campanas Observatory
HD 10697,b,HD 10697 b,Radial Velocity,2.14,0.088,-0.088,0,0.1043,0.0083,-0.0083,0,0,W. M. Keck Observatory
HD 107148,b,HD 107148 b,Radial Velocity,0.269,0.016,-0.016,0,0.05,0.17,-0.17,0,0,W. M. Keck Observatory
HD 108147,b,HD 108147 b,Radial Velocity,0.102,0.0059,-0.0059,0,0.53,0.12,-0.12,0,0,La Silla Observatory
HD 108341,b,HD 108341 b,Radial Velocity,2,0.04,-0.04,0,0.85,0.09,-0.08,0,0,La Silla Observatory
HD 108863,b,HD 108863 b,Radial Velocity,1.32,0.1,-0.1,0,0.032,0.027,-0.027,0,0,W. M. Keck Observatory
HD 108874,b,HD 108874 b,Radial Velocity,1.04,0.02,-0.02,0,0.13,0.02,-0.02,0,0,W. M. Keck Observatory
HD 108874,c,HD 108874 c,Radial Velocity,2.659,0.06,-0.06,0,0.239,0.031,-0.031,0,0,W. M. Keck Observatory
HD 109246,b,HD 109246 b,Radial Velocity,0.33,0.01,-0.01,0,0.12,0.04,-0.04,0,0,Haute-Provence Observatory
HD 109271,b,HD 109271 b,Radial Velocity,0.079,0.001,-0.001,0,0.25,0.08,-0.08,0,0,La Silla Observatory
HD 109271,c,HD 109271 c,Radial Velocity,0.196,0.003,-0.003,0,0.15,0.09,-0.09,0,0,La Silla Observatory
HD 109749,b,HD 109749 b,Radial Velocity,0.0615,0.004,-0.004,0,0,,,0,0,W. M. Keck Observatory
HD 110014,b,HD 110014 b,Radial Velocity,2.14,0.03,-0.03,0,0.462,0.069,-0.069,0,0,La Silla Observatory
HD 111232,b,HD 111232 b,Radial Velocity,1.97,0.04,-0.04,0,0.2,0.01,-0.01,0,0,La Silla Observatory
HD 111591,b,HD 111591 b,Radial Velocity,2.5,0.1,-0.1,0,0.26,0.1,-0.1,0,0,Multiple Observatories
HD 111998,b,HD 111998 b,Radial Velocity,1.82,0.07,-0.07,0,0.03,0.04,-0.04,0,0,La Silla Observatory
HD 113337,b,HD 113337 b,Radial Velocity,0.92,0.09,-0.09,0,0.46,0.04,-0.04,0,0,Haute-Provence Observatory
HD 113538,b,HD 113538 b,Radial Velocity,1.24,0.04,-0.04,,0.14,0.08,-0.08,0,0,La Silla Observatory
HD 113538,c,HD 113538 c,Radial Velocity,2.44,0.07,-0.07,0,0.2,0.04,-0.04,0,0,La Silla Observatory
HD 113996,b,HD 113996 b,Radial Velocity,1.6,0.1,-0.1,0,0.28,0.12,-0.12,0,0,Bohyunsan Optical Astronomical Observatory
HD 114386,b,HD 114386 b,Radial Velocity,1.73,0.03,-0.03,0,0.23,0.03,-0.03,0,0,La Silla Observatory
HD 114613,b,HD 114613 b,Radial Velocity,5.34,0.26,-0.26,0,0.458,0.089,-0.089,0,0,Anglo-Australian Telescope
HD 114729,b,HD 114729 b,Radial Velocity,2.067,0.01,-0.01,0,0.079,0.029,-0.032,0,0,W. M. Keck Observatory
HD 114762,b,HD 114762 b,Radial Velocity,0.36,0.01,-0.01,0,0.34,0,0,0,0,Oak Ridge Observatory
HD 114783,b,HD 114783 b,Radial Velocity,1.16,0.019,-0.019,0,0.144,0.032,-0.032,0,0,W. M. Keck Observatory
HD 114783,c,HD 114783 c,Radial Velocity,,,,0,0,0.091,-0.085,0,0,W. M. Keck Observatory
HD 11506,b,HD 11506 b,Radial Velocity,2.9,0.14,-0.14,0,0.3743,0.0053,-0.0053,0,0,W. M. Keck Observatory
HD 11506,c,HD 11506 c,Radial Velocity,0.774,0.038,-0.038,0,0.193,0.038,-0.038,0,0,W. M. Keck Observatory
HD 116029,b,HD 116029 b,Radial Velocity,1.65,0.05,-0.05,0,0,,,0,0,W. M. Keck Observatory
HD 116029,c,HD 116029 c,Radial Velocity,,,,0,0.038,0.127,-0.075,0,0,W. M. Keck Observatory
HD 117207,b,HD 117207 b,Radial Velocity,3.787,0.034,-0.035,0,0.157,0.013,-0.013,0,0,W. M. Keck Observatory
HD 11755,b,HD 11755 b,Radial Velocity,1.09,0.04,-0.04,0,0.19,0.1,-0.1,0,0,Bohyunsan Optical Astronomical Observatory
HD 117618,b,HD 117618 b,Radial Velocity,0.18,0.005,-0.005,0,0.15,0.07,-0.07,0,0,Anglo-Australian Telescope
HD 118203,b,HD 118203 b,Radial Velocity,0.07,0,0,0,0.31,0.01,-0.01,0,0,Haute-Provence Observatory
HD 119130,b,HD 119130 b,Transit,0.13,0.01,-0.01,0,0.04,0.06,-0.03,0,0,Kepler
HD 11964,b,HD 11964 b,Radial Velocity,3.16,0.19,-0.19,0,0.041,0.047,-0.047,0,0,W. M. Keck Observatory
HD 11964,c,HD 11964 c,Radial Velocity,0.229,0.013,-0.013,0,0.3,0.17,-0.17,0,0,W. M. Keck Observatory
HD 11977,b,HD 11977 b,Radial Velocity,1.93,,,0,0.4,0.07,-0.07,0,0,La Silla Observatory
HD 120084,b,HD 120084 b,Radial Velocity,4.3,,,0,0.66,0.14,-0.1,0,0,Okayama Astrophysical Observatory
HD 121504,b,HD 121504 b,Radial Velocity,0.33,0.01,-0.01,0,0.03,0.01,-0.01,0,0,La Silla Observatory
HD 12484,b,HD 12484 b,Radial Velocity,0.297,0.005,-0.005,0,0.07,0.03,-0.03,0,0,Haute-Provence Observatory
HD 125390,b,HD 125390 b,Radial Velocity,3.16,0.36,-0.36,0,0.591,0.014,-0.014,0,0,W. M. Keck Observatory
HD 125595,b,HD 125595 b,Radial Velocity,0.08,0,0,0,0,,,0,0,La Silla Observatory
HD 125612,b,HD 125612 b,Radial Velocity,1.372,0.083,-0.083,0,0.4553,0.0055,-0.0055,0,0,W. M. Keck Observatory
HD 125612,c,HD 125612 c,Radial Velocity,0.0524,0.0031,-0.0031,0,0.049,0.038,-0.038,0,0,La Silla Observatory
HD 125612,d,HD 125612 d,Radial Velocity,4.06,0.25,-0.25,0,0.1172,0.0056,-0.0056,0,0,La Silla Observatory
HD 12648,b,HD 12648 b,Radial Velocity,0.54,0.02,-0.02,0,0.04,0.08,-0.08,0,0,Bohyunsan Optical Astronomical Observatory
HD 126525,b,HD 126525 b,Radial Velocity,1.837,0.01,-0.01,0,0.035,0.039,-0.024,0,0,La Silla Observatory
HD 12661,b,HD 12661 b,Radial Velocity,0.84,0.02,-0.02,0,0.38,0.01,-0.01,0,0,Multiple Observatories
HD 12661,c,HD 12661 c,Radial Velocity,2.8145,0.0238,-0.0238,0,0.031,0.022,-0.022,0,0,Multiple Observatories
HD 126614,b,HD 126614 b,Radial Velocity,2.37,0.04,-0.04,0,0.41,0.1,-0.1,0,0,W. M. Keck Observatory
HD 128311,b,HD 128311 b,Radial Velocity,1.084,0.006,-0.006,0,0.303,0.011,-0.011,0,0,W. M. Keck Observatory
HD 128311,c,HD 128311 c,Radial Velocity,1.74,0.01,-0.01,0,0.159,0.006,-0.006,0,0,W. M. Keck Observatory
HD 128356,b,HD 128356 b,Radial Velocity,0.87,0.03,-0.03,0,0.57,0.08,-0.08,0,0,Multiple Observatories
